city,time_period,total_points,outliers_iqr_count,outliers_iqr_pct,outliers_zscore_count,outliers_zscore_pct,mean_temp,std_temp,min_temp,max_temp
"Milwaukee, WI",pm,20435,665,3.25422069977979,340,1.6638120871054565,84.95001712747737,1.344763152777848,77.6,88.0
"Moab, UT",af,9119,759,8.323281061519904,11,0.12062726176115801,95.96579668823335,1.9490877569893208,90.0,100.7
"Moab, UT",am,9158,338,3.690762175147412,65,0.7097619567591178,69.84771784232365,2.573458174024867,60.6,76.8
"Moab, UT",pm,8951,50,0.5585968048262764,44,0.49156518824712325,93.01112724835214,1.6821508609347722,86.3,96.3
"Montgomery County, MD",af,38336,827,2.1572412353923207,376,0.9808013355592655,90.68297944490818,1.5583168887176415,82.8,95.6
"Montgomery County, MD",pm,32056,427,1.3320439231345147,207,0.6457449463438982,86.61636823059645,1.460749693736191,81.1,91.6
"Mystic River, MA",af,29492,8,0.02712600027126,2,0.006781500067815,92.57613081513632,1.7351672554613993,87.37,97.64
"Mystic River, MA",am,25198,0,0.0,2,0.00793713786808477,75.5811489007064,1.0782450663839762,72.23,78.59
"Mystic River, MA",pm,32610,40,0.12266176019625882,29,0.08892977614228764,88.05629193498928,1.7998181108548903,82.46,92.88
"Nashville, TN",af,18717,109,0.5823582839130202,33,0.1763103061388043,92.23755943794411,1.2392672364689707,87.4,95.6
"Nashville, TN",am,25134,530,2.108697382032307,110,0.43765417362934667,65.58122861462562,1.7331592996055951,59.5,71.9
"Nashville, TN",pm,18184,472,2.5956885173779147,223,1.2263528376594808,88.08485481742191,1.2234943658652022,83.0,91.2
"New Orleans, LA",af,21117,484,2.2919922337453236,175,0.828716200217834,92.34267083392527,1.5532185368827287,87.62,101.48
"New Orleans, LA",am,26195,443,1.691162435579309,7,0.02672265699560985,79.71496621492652,1.3870585977328347,75.38,82.94
"New Orleans, LA",pm,27939,317,1.1346146963026593,144,0.5154085686674541,87.59078921937076,1.1052960517888568,81.86,90.86000000000001
"Oakland and Berkeley, CA",af,20144,316,1.5687053216838762,297,1.4743844320889594,67.74326945988881,3.1562509389689595,60.08,93.56
"Oakland and Berkeley, CA",am,18495,9,0.04866180048661801,11,0.059475533928088666,58.9716301703163,1.6694966589872402,55.040000000000006,65.30000000000001
"Oakland and Berkeley, CA",pm,21512,1238,5.754927482335441,296,1.375976199330606,62.93767571587951,2.4736421590714834,57.74,78.08000000000001
"Oklahoma City, OK",af,71168,2676,3.7601169064748206,849,1.1929518884892087,92.1300767198741,2.1307290616223638,84.0,98.1
"Oklahoma City, OK",am,81298,4796,5.899284115230387,1216,1.4957317523186302,84.95620310462742,1.6127424582949785,74.0,88.7
"Oklahoma City, OK",pm,71386,140,0.19611688566385566,140,0.19611688566385566,83.11822766368755,2.003111573042469,76.3,87.6
"Omaha, NE",af,13582,6,0.044176115446915035,6,0.044176115446915035,98.50289353556178,1.3723669259842985,94.8,102.9
"Omaha, NE",am,14600,434,2.9726027397260277,38,0.2602739726027397,79.63522602739727,0.617843867657539,77.4,81.4
"Omaha, NE",pm,15532,8,0.05150656708730364,12,0.07725985063095545,97.9152652588205,1.4385818742271357,93.5,102.9
"Palo Alto, CA",af,8998,125,1.3891975994665482,29,0.32229384307623915,91.56999333185152,2.1103571423428256,83.6,97.5
"Palo Alto, CA",am,9044,66,0.729765590446705,54,0.5970809376382131,57.345765148164524,1.2878368066468975,53.1,62.3
"Petersburg, VA",af,7742,38,0.49082924308964093,0,0.0,91.57255489537587,1.026829451174443,88.82,94.31
"Petersburg, VA",am,7136,105,1.4714125560538118,0,0.0,72.95240610986546,0.8218764236883107,70.91,75.08
"Petersburg, VA",pm,6881,32,0.4650486847841883,0,0.0,87.98254759482634,1.6687417512047011,83.59,92.03
"Philadelphia, PA",af,10104,2,0.01979414093428345,2,0.01979414093428345,89.66372723673791,1.7688056421969658,85.2,95.0
