city,time_period,filename,filepath,point_count,valid_point_count,temp_field,mean_temp,median_temp,std_temp,min_temp,max_temp,range_temp,percentile_25,percentile_75,iqr
"Fort Lauderdale, FL",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Fort Lauderdale, FL/traverses_chw_fort_lauderdale/am_trav.shp",20781,20781,temp_f,78.28697271546123,78.25999999999999,1.251839173486718,75.38,81.68,6.300000000000011,77.72,78.98,1.2600000000000051
"Fort Lauderdale, FL",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Fort Lauderdale, FL/traverses_chw_fort_lauderdale/pm_trav.shp",16116,16116,temp_f,83.26160089352196,83.30000000000001,0.8537873915454435,80.42,85.28,4.859999999999999,82.94,83.84,0.9000000000000057
"Harrisonburg, VA",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Harrisonburg, VA/traverses_chw_harrisonburg_102921/af_trav.shp",7479,7447,temp_f,89.29865180609642,89.57,1.8291065614016853,84.49,94.26,9.77000000000001,88.11,90.63,2.519999999999996
"Harrisonburg, VA",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Harrisonburg, VA/traverses_chw_harrisonburg_102921/am_trav.shp",11179,11103,temp_f,67.30793299108349,67.07,1.3065368826749246,63.98,70.66,6.68,66.49,68.17,1.6800000000000068
"Harrisonburg, VA",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Harrisonburg, VA/traverses_chw_harrisonburg_102921/pm_trav.shp",10728,10671,temp_f,83.32936744447568,83.6,1.403371178093632,79.31,87.21,7.8999999999999915,82.32,84.32,2.0
"Honolulu, HI",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Honolulu, HI/traverses_chw_honolulu/af_trav.shp",24563,24563,temp_f,87.42482351504295,87.44,2.5579724230308725,80.96000000000001,94.82,13.859999999999985,85.64,89.24000000000001,3.6000000000000085
"Honolulu, HI",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Honolulu, HI/traverses_chw_honolulu/am_trav.shp",26258,26258,temp_f,78.49582755731586,79.16,2.3530677673752716,70.16,82.75999999999999,12.599999999999994,77.53999999999999,80.24000000000001,2.700000000000017
"Honolulu, HI",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Honolulu, HI/traverses_chw_honolulu/pm_trav.shp",26635,26635,temp_f,81.55536850009386,81.68,1.7293022631058714,75.38,85.1,9.719999999999999,80.78,82.75999999999999,1.9799999999999898
"Houston and Harris County, TX",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Houston and Harris County, TX/traverses_chw_houston_harris_county_112320/af_trav.shp",75713,75713,temp_f,94.33410722068865,94.28,1.480316729865646,86.18,103.28,17.099999999999994,93.38,95.18,1.8000000000000114
"Houston and Harris County, TX",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Houston and Harris County, TX/traverses_chw_houston_harris_county_112320/am_trav.shp",80060,80060,temp_f,78.81230052460654,78.62,1.4497210939279286,72.32,83.48,11.16000000000001,77.9,79.88,1.9799999999999898
"Houston and Harris County, TX",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Houston and Harris County, TX/traverses_chw_houston_harris_county_112320/pm_trav.shp",76956,76956,temp_f,89.00174723218463,89.06,1.441132081065491,81.86,94.1,12.239999999999995,87.98,89.96000000000001,1.980000000000004
"Iowa City and Cedar Rapids, IA",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Iowa City and Cedar Rapids, IA/traverses_chw_iowa_city_cedar_rapids_092223/af_trav.shp",27895,27895,temp_f,84.45215630041227,84.5,1.2849562892563793,77.8,90.0,12.200000000000003,83.8,85.3,1.5
"Iowa City and Cedar Rapids, IA",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Iowa City and Cedar Rapids, IA/traverses_chw_iowa_city_cedar_rapids_092223/am_trav.shp",27899,27899,temp_f,60.78420015054303,61.0,2.508441716703929,52.8,67.2,14.400000000000006,59.2,62.7,3.5
"Iowa City and Cedar Rapids, IA",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Iowa City and Cedar Rapids, IA/traverses_chw_iowa_city_cedar_rapids_092223/pm_trav.shp",27884,27884,temp_f,81.4040381580835,81.5,1.255269845492253,76.4,84.5,8.099999999999994,80.7,82.3,1.5999999999999943
"Jackson, MS",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Jackson, MS/traverses_chw_jackson_102720/af_trav.shp",23097,23097,temp_f,88.97609040135082,89.06,1.3853301665045004,84.2,95.72,11.519999999999996,88.16,89.78,1.6200000000000045
"Jackson, MS",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Jackson, MS/traverses_chw_jackson_102720/am_trav.shp",23658,23658,temp_f,69.04199594217602,68.9,1.2046278683796778,66.38,73.4,7.02000000000001,68.18,69.80000000000001,1.6200000000000045
"Jackson, MS",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Jackson, MS/traverses_chw_jackson_102720/pm_trav.shp",26554,26554,temp_f,83.34730134819613,83.66,2.4053031309721793,76.64,90.32,13.679999999999993,81.86,85.28,3.4200000000000017
"Jacksonville, FL",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Jacksonville, FL/traverses_chw_jacksonville_080122/af_trav.shp",41878,41878,temp_f,94.70253354983524,94.8,1.21099422993597,91.0,99.1,8.099999999999994,93.9,95.5,1.5999999999999943
"Jacksonville, FL",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Jacksonville, FL/traverses_chw_jacksonville_080122/am_trav.shp",52381,52381,temp_f,80.42275825203797,80.7,1.6165908304140715,74.0,84.5,10.5,79.5,81.6,2.0999999999999943
"Jacksonville, FL",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Jacksonville, FL/traverses_chw_jacksonville_080122/pm_trav.shp",42604,42604,temp_f,93.70274387381467,93.9,1.453868518527747,86.2,98.0,11.799999999999997,93.0,94.7,1.7000000000000028
"Jersey City, Newark, and Elizabeth, NJ",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Jersey City, Newark, and Elizabeth, NJ/traverses_chw_jersey_city_newark_elizabeth_081623/af_trav.shp",16357,16294,temp_f,82.70949429237756,82.8,1.4567583835035132,78.91,86.51,7.6000000000000085,81.78,83.71,1.9299999999999926
"Jersey City, Newark, and Elizabeth, NJ",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Jersey City, Newark, and Elizabeth, NJ/traverses_chw_jersey_city_newark_elizabeth_081623/am_trav.shp",19700,19211,temp_f,67.35252771849461,67.52,1.6929777628122,63.04,71.83,8.79,66.42,68.54,2.1200000000000045
"Jersey City, Newark, and Elizabeth, NJ",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Jersey City, Newark, and Elizabeth, NJ/traverses_chw_jersey_city_newark_elizabeth_081623/pm_trav.shp",19775,19318,temp_f,78.75264364841081,78.74,0.8979133501347009,76.32,81.17,4.8500000000000085,78.18,79.36,1.1799999999999926
"Johnson County and Wyandotte County, KS",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Johnson County and Wyandotte County, KS/traverses_chw_johnson_wyandotte_101523/af_trav.shp",68174,68174,temp_f,90.05540235280311,90.1,1.2561049049650084,85.1,96.6,11.5,89.2,90.9,1.7000000000000028
"Johnson County and Wyandotte County, KS",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Johnson County and Wyandotte County, KS/traverses_chw_johnson_wyandotte_101523/am_trav.shp",71613,71613,temp_f,74.41441358412578,74.6,1.4462947713871366,70.3,79.5,9.200000000000003,73.4,75.5,2.0999999999999943
"Johnson County and Wyandotte County, KS",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Johnson County and Wyandotte County, KS/traverses_chw_johnson_wyandotte_101523/pm_trav.shp",70112,70112,temp_f,86.18830585349156,86.4,1.7138824511573658,79.2,90.9,11.700000000000003,85.2,87.4,2.200000000000003
"Kansas City, MO",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Kansas City, MO/traverses_chw_kansas_city_102721/af_trav.shp",23560,23435,temp_f,89.61765948367827,89.58,1.345942612370981,85.7,93.4,7.700000000000003,88.68,90.55,1.8699999999999903
"Kansas City, MO",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Kansas City, MO/traverses_chw_kansas_city_102721/am_trav.shp",24192,24192,temp_f,69.6450177744709,69.41,2.021931629547602,65.39,75.36,9.969999999999999,68.16,71.37,3.210000000000008
"Kansas City, MO",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Kansas City, MO/traverses_chw_kansas_city_102721/pm_trav.shp",24273,24193,temp_f,85.72517091720746,85.64,1.2347407030380866,81.94,89.14,7.200000000000003,84.87,86.54,1.6700000000000017
"Knoxville, TN",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Knoxville, TN/traverses_chw_knoxville_101222/af_trav.shp",20718,20718,temp_f,89.86806158895646,90.0,1.5818041200559296,82.9,95.1,12.199999999999989,88.9,90.9,2.0
"Knoxville, TN",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Knoxville, TN/traverses_chw_knoxville_101222/am_trav.shp",18516,18516,temp_f,69.8842514581983,69.6,1.3418087935601728,66.8,78.1,11.299999999999997,69.0,70.7,1.7000000000000028
"Knoxville, TN",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Knoxville, TN/traverses_chw_knoxville_101222/pm_trav.shp",19030,19030,temp_f,86.52314240672622,86.8,2.8177939225233732,77.6,93.3,15.700000000000003,84.5,88.7,4.200000000000003
"Laredo, TX",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Laredo, TX/traverses_chw_laredo_090324/af_trav.shp",15943,15943,temp_f,101.34210625352819,101.3,1.3179970527560398,95.7,106.7,11.0,100.5,102.2,1.7000000000000028
"Laredo, TX",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Laredo, TX/traverses_chw_laredo_090324/am_trav.shp",16956,16956,temp_f,80.17961193677755,80.3,1.070614318080415,76.5,82.7,6.200000000000003,79.6,80.9,1.3000000000000114
"Laredo, TX",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Laredo, TX/traverses_chw_laredo_090324/pm_trav.shp",14748,14748,temp_f,98.5098521833469,98.5,0.8612659990298424,96.0,102.0,6.0,97.9,99.1,1.1999999999999886
"Las Cruces, NM",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Las Cruces, NM/traverses_chw_las_cruces_091520/af_trav.shp",12535,12535,temp_f,104.77011567610691,105.08,1.576570896080649,99.5,112.28,12.780000000000001,104.18,105.8,1.6199999999999903
"Las Cruces, NM",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Las Cruces, NM/traverses_chw_las_cruces_091520/am_trav.shp",12394,12394,temp_f,76.96620461513635,77.0,1.3713997937550684,72.86,80.78,7.920000000000002,76.1,77.9,1.8000000000000114
"Las Cruces, NM",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Las Cruces, NM/traverses_chw_las_cruces_091520/pm_trav.shp",13878,13878,temp_f,98.93859922178987,99.14,2.2061074543360792,89.24000000000001,103.28,14.039999999999992,98.24,100.4,2.160000000000011
"Little Rock, AR",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Little Rock, AR/traverses_chw_little_rock_101523/af_trav.shp",22145,22145,temp_f,97.21928200496725,97.0,1.5463351028624104,92.6,102.6,10.0,96.2,98.1,1.8999999999999915
"Little Rock, AR",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Little Rock, AR/traverses_chw_little_rock_101523/am_trav.shp",20525,20525,temp_f,72.97469427527406,73.1,1.3601679377321252,68.7,76.5,7.799999999999997,72.0,74.1,2.0999999999999943
"Little Rock, AR",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Little Rock, AR/traverses_chw_little_rock_101523/pm_trav.shp",20534,20534,temp_f,91.91473653452809,92.5,2.266980670390168,83.5,96.3,12.799999999999997,90.8,93.5,2.700000000000003
"Longmont, CO",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Longmont, CO/traverses_chw_longmont_091123/af_trav.shp",10506,10506,temp_f,95.94585950885208,96.0,1.0861108891669466,91.6,100.4,8.800000000000011,95.3,96.7,1.4000000000000057
"Longmont, CO",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Longmont, CO/traverses_chw_longmont_091123/am_trav.shp",11072,11072,temp_f,57.889486994219645,57.9,1.6143004882316174,51.8,61.6,9.800000000000004,56.9,59.0,2.1000000000000014
"Longmont, CO",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Longmont, CO/traverses_chw_longmont_091123/pm_trav.shp",10953,10953,temp_f,84.8072035058888,84.9,1.3943299785387575,78.4,88.3,9.899999999999991,84.0,85.8,1.7999999999999972
"Los Angeles, CA",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Los Angeles, CA/traverses_chw_north_los_angeles/af_trav.shp",14476,14476,temp_f,88.14729206963251,87.98,1.7538091463352297,84.2,94.82,10.61999999999999,87.08000000000001,89.24000000000001,2.1599999999999966
"Los Angeles, CA",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Los Angeles, CA/traverses_chw_north_los_angeles/am_trav.shp",15263,15263,temp_f,66.1661416497412,66.02,2.5630055578301443,61.16,75.38,14.219999999999999,64.58000000000001,67.28,2.6999999999999886
"Los Angeles, CA",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Los Angeles, CA/traverses_chw_north_los_angeles/pm_trav.shp",16090,16090,temp_f,77.74918707271598,77.72,1.4692767754293625,74.12,81.68,7.560000000000002,76.82,78.80000000000001,1.9800000000000182
"Los Angeles, CA",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Los Angeles, CA/traverses_chw_south_los_angeles/af_trav.shp",16809,16809,temp_f,77.10797429948242,77.53999999999999,3.5426052951250235,69.80000000000001,85.64,15.83999999999999,74.66,79.88,5.219999999999999
"Los Angeles, CA",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Los Angeles, CA/traverses_chw_south_los_angeles/am_trav.shp",21370,21370,temp_f,66.48997098736547,66.56,1.9030630603826035,60.980000000000004,75.56,14.579999999999998,65.48,67.28,1.7999999999999972
"Los Angeles, CA",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Los Angeles, CA/traverses_chw_south_los_angeles/pm_trav.shp",19026,19026,temp_f,71.1681362346263,71.06,1.8708794719247566,67.28,80.78,13.5,69.80000000000001,72.5,2.6999999999999886
"Lynchburg, VA",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Lynchburg, VA/traverses_chw_lynchburg_110121/af_trav.shp",2342,2330,temp_f,90.01375965665235,90.1,1.29299397470751,85.51,93.18,7.670000000000002,89.26,90.82,1.559999999999988
"Lynchburg, VA",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Lynchburg, VA/traverses_chw_lynchburg_110121/am_trav.shp",2840,2840,temp_f,70.95640845070423,71.1,0.657041053393225,68.35,72.12,3.7700000000000102,70.75,71.38,0.6299999999999955
"Lynchburg, VA",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Lynchburg, VA/traverses_chw_lynchburg_110121/pm_trav.shp",11063,11063,temp_f,86.09290879508269,86.52,1.909518515098067,78.54,90.35,11.809999999999988,84.97,87.46,2.489999999999995
"Memphis, TN",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Memphis, TN/traverses_chw_memphis_100625/af_trav.shp",41383,41383,temp_f,96.2415460454776,96.4,1.5784303522545136,87.8,102.2,14.400000000000006,95.5,97.2,1.7000000000000028
"Memphis, TN",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Memphis, TN/traverses_chw_memphis_100625/am_trav.shp",45897,45897,temp_f,80.54308778351526,80.3,1.9263878086483808,75.7,86.7,11.0,79.1,81.7,2.6000000000000085
"Memphis, TN",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Memphis, TN/traverses_chw_memphis_100625/pm_trav.shp",43866,43866,temp_f,92.34409337527924,92.6,1.7825368236809507,84.4,97.6,13.199999999999989,91.5,93.6,2.0999999999999943
"MetroWest and Framingham, MA",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch MetroWest and Framingham, MA/traverses_chw_metrowest_082123/af_trav.shp",16395,16395,temp_f,85.6526745959134,85.5,1.4832468983037839,80.9,91.1,10.199999999999989,84.6,86.5,1.9000000000000057
"MetroWest and Framingham, MA",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch MetroWest and Framingham, MA/traverses_chw_metrowest_082123/am_trav.shp",17544,17544,temp_f,68.59563953488373,68.4,1.4473680931942234,65.6,73.2,7.6000000000000085,67.5,69.5,2.0
"MetroWest and Framingham, MA",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch MetroWest and Framingham, MA/traverses_chw_metrowest_082123/pm_trav.shp",15921,15921,temp_f,79.9544689403932,80.1,1.2053068316565605,76.5,83.6,7.099999999999994,79.1,80.8,1.7000000000000028
"Miami, FL",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Miami, FL/traverses_chw_miami_092120/af_trav.shp",20682,20682,temp_f,89.42725848563968,89.42,1.2775529618222847,83.12,93.74,10.61999999999999,88.7,90.32,1.6199999999999903
"Miami, FL",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Miami, FL/traverses_chw_miami_092120/am_trav.shp",19257,19257,temp_f,82.450026483876,82.94,1.6949785673867883,75.2,84.2,9.0,82.58000000000001,83.30000000000001,0.7199999999999989
"Miami, FL",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Miami, FL/traverses_chw_miami_092120/pm_trav.shp",20295,20295,temp_f,85.76289135254989,85.82,1.0195249422793222,82.03999999999999,88.7,6.660000000000011,85.28,86.36,1.0799999999999983
"Milwaukee, WI",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Milwaukee, WI/traverses_chw_milwaukee_080622/af_trav.shp",20866,20866,temp_f,91.38833509057797,91.4,1.0105316399756448,88.0,96.7,8.700000000000003,90.8,92.0,1.2000000000000028
"Milwaukee, WI",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Milwaukee, WI/traverses_chw_milwaukee_080622/am_trav.shp",17715,17715,temp_f,72.39226079593566,72.4,1.071863459608633,69.1,75.1,6.0,71.7,73.3,1.5999999999999943
"Milwaukee, WI",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Milwaukee, WI/traverses_chw_milwaukee_080622/pm_trav.shp",20435,20435,temp_f,84.95001712747737,85.2,1.344763152777848,77.6,88.0,10.400000000000006,84.3,85.9,1.6000000000000085
"Moab, UT",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Moab, UT/traverses_chw_moab_100225/af_trav.shp",9119,9119,temp_f,95.96579668823335,96.4,1.9490877569893208,90.0,100.7,10.700000000000003,95.2,97.2,2.0
"Moab, UT",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Moab, UT/traverses_chw_moab_100225/am_trav.shp",9158,9158,temp_f,69.84771784232365,69.7,2.573458174024867,60.6,76.8,16.199999999999996,68.3,71.2,2.9000000000000057
"Moab, UT",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Moab, UT/traverses_chw_moab_100225/pm_trav.shp",8951,8951,temp_f,93.01112724835214,93.4,1.6821508609347722,86.3,96.3,10.0,91.9,94.4,2.5
"Montgomery County, MD",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Montgomery County, MD/traverses_chw_montgomery_county_101222/af_trav.shp",38336,38336,temp_f,90.68297944490818,90.8,1.5583168887176415,82.8,95.6,12.799999999999997,89.8,91.7,1.9000000000000057
"Montgomery County, MD",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Montgomery County, MD/traverses_chw_montgomery_county_101222/am_trav.shp",39968,39968,temp_f,74.52918084467574,74.7,1.4832809941232947,70.4,78.3,7.8999999999999915,73.4,75.7,2.299999999999997
"Montgomery County, MD",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Montgomery County, MD/traverses_chw_montgomery_county_101222/pm_trav.shp",32056,32056,temp_f,86.61636823059645,86.6,1.460749693736191,81.1,91.6,10.5,85.7,87.6,1.8999999999999915
"Mystic River, MA",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Mystic River, MA/traverses_chw_mystic_river_112421/af_trav.shp",29492,29492,temp_f,92.57613081513632,92.31,1.7351672554613993,87.37,97.64,10.269999999999996,91.3075,93.85,2.5424999999999898
"Mystic River, MA",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Mystic River, MA/traverses_chw_mystic_river_112421/am_trav.shp",25198,25198,temp_f,75.5811489007064,75.59,1.0782450663839762,72.23,78.59,6.359999999999999,74.73,76.48,1.75
"Mystic River, MA",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Mystic River, MA/traverses_chw_mystic_river_112421/pm_trav.shp",32610,32610,temp_f,88.05629193498928,88.09,1.7998181108548903,82.46,92.88,10.420000000000002,86.82,89.51,2.690000000000012
"Nashville, TN",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Nashville, TN/traverses_chw_nashville_100622/af_trav.shp",18717,18717,temp_f,92.23755943794411,92.3,1.2392672364689707,87.4,95.6,8.199999999999989,91.4,93.1,1.6999999999999886
"Nashville, TN",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Nashville, TN/traverses_chw_nashville_100622/am_trav.shp",25134,25134,temp_f,65.58122861462562,65.4,1.7331592996055951,59.5,71.9,12.400000000000006,64.4,66.6,2.1999999999999886
"Nashville, TN",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Nashville, TN/traverses_chw_nashville_100622/pm_trav.shp",18184,18184,temp_f,88.08485481742191,88.2,1.2234943658652022,83.0,91.2,8.200000000000003,87.4,88.9,1.5
"New Orleans, LA",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch New Orleans, LA/traverses_chw_new_orleans_110420/af_trav.shp",21117,21117,temp_f,92.34267083392527,92.30000000000001,1.5532185368827287,87.62,101.48,13.86,91.4,93.2,1.7999999999999972
"New Orleans, LA",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch New Orleans, LA/traverses_chw_new_orleans_110420/am_trav.shp",26195,26195,temp_f,79.71496621492652,79.7,1.3870585977328347,75.38,82.94,7.560000000000002,78.98,80.78,1.7999999999999972
"New Orleans, LA",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch New Orleans, LA/traverses_chw_new_orleans_110420/pm_trav.shp",27939,27939,temp_f,87.59078921937076,87.80000000000001,1.1052960517888568,81.86,90.86000000000001,9.000000000000014,86.9,88.34,1.4399999999999977
"Oakland and Berkeley, CA",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Oakland and Berkeley, CA/traverses_chw_oakland_berkeley/af_trav.shp",20144,20144,temp_f,67.74326945988881,68.18,3.1562509389689595,60.08,93.56,33.480000000000004,65.66,69.62,3.960000000000008
"Oakland and Berkeley, CA",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Oakland and Berkeley, CA/traverses_chw_oakland_berkeley/am_trav.shp",18495,18495,temp_f,58.9716301703163,59.540000000000006,1.6694966589872402,55.040000000000006,65.30000000000001,10.260000000000005,57.74,60.26,2.519999999999996
"Oakland and Berkeley, CA",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Oakland and Berkeley, CA/traverses_chw_oakland_berkeley/pm_trav.shp",21512,21512,temp_f,62.93767571587951,63.14,2.4736421590714834,57.74,78.08000000000001,20.34000000000001,61.88,63.86,1.9799999999999969
"Oklahoma City, OK",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Oklahoma City, OK/traverses_chw_oklahoma_city_101623/af_trav.shp",71168,71168,temp_f,92.1300767198741,92.4,2.1307290616223638,84.0,98.1,14.099999999999994,91.0,93.5,2.5
"Oklahoma City, OK",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Oklahoma City, OK/traverses_chw_oklahoma_city_101623/am_trav.shp",81298,81298,temp_f,84.95620310462742,85.3,1.6127424582949785,74.0,88.7,14.700000000000003,84.3,86.0,1.7000000000000028
"Oklahoma City, OK",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Oklahoma City, OK/traverses_chw_oklahoma_city_101623/pm_trav.shp",71386,71386,temp_f,83.11822766368755,83.4,2.003111573042469,76.3,87.6,11.299999999999997,81.7,84.7,3.0
"Omaha, NE",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Omaha, NE/traverses_chw_omaha_092022/af_trav.shp",13582,13582,temp_f,98.50289353556178,98.4,1.3723669259842985,94.8,102.9,8.100000000000009,97.4,99.5,2.0999999999999943
"Omaha, NE",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Omaha, NE/traverses_chw_omaha_092022/am_trav.shp",14600,14600,temp_f,79.63522602739727,79.6,0.617843867657539,77.4,81.4,4.0,79.3,80.0,0.7000000000000028
"Omaha, NE",pm,pm_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Omaha, NE/traverses_chw_omaha_092022/pm_trav.shp",15532,15532,temp_f,97.9152652588205,97.9,1.4385818742271357,93.5,102.9,9.400000000000006,96.8,99.0,2.200000000000003
"Palo Alto, CA",af,af_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Palo Alto, CA/traverses_chw_palo_alto_090424/af_trav.shp",8998,8998,temp_f,91.56999333185152,91.8,2.1103571423428256,83.6,97.5,13.900000000000006,90.3,93.2,2.9000000000000057
"Palo Alto, CA",am,am_trav.shp,"/groups/LORTIZUR/heat-watch-data/clean/Heat Watch Palo Alto, CA/traverses_chw_palo_alto_090424/am_trav.shp",9044,9044,temp_f,57.345765148164524,57.3,1.2878368066468975,53.1,62.3,9.199999999999996,56.4,58.2,1.8000000000000043
